ID,A1,A2,A2-1,A3,A4,B1,B2,B3,B4,B5,B6,C1,C1-1,C2,C3,C4
3309,3 ,106 ,7 ,25000 ,499 ,2 ,3 ,2 ,1 ,2 ,2 ,83 ,4 ,1 ,1 ,1 
3310,5 ,105 ,4 ,11000 ,399 ,1 ,2 ,3 ,2 ,2 ,1 ,87 ,11 ,1 ,1 ,7 
3311,1 ,107 ,2 ,40000 ,1400 ,2 ,2 ,1 ,2 ,3 ,1 ,88 ,3 ,1 ,1 ,4 
3312,7 ,105 ,11 ,13000 ,499 ,3 ,3 ,2 ,2 ,2 ,1 ,80 ,5 ,2 ,1 ,4 
3313,1 ,105 ,4 ,25000 ,299 ,1 ,1 ,1 ,1 ,1 ,1 ,87 ,7 ,1 ,1 ,7 
3314,8 ,106 ,11 ,18000 ,799 ,1 ,2 ,1 ,2 ,2 ,2 ,88 ,3 ,2 ,2 ,7 
3315,2 ,106 ,8 ,25000 ,1300 ,2 ,3 ,2 ,2 ,1 ,3 ,87 ,12 ,1 ,1 ,7 
3316,1 ,107 ,1 ,19000 ,499 ,1 ,1 ,1 ,1 ,1 ,1 ,85 ,6 ,1 ,1 ,4 
3317,1 ,106 ,9 ,18000 ,399 ,3 ,2 ,1 ,3 ,3 ,3 ,80 ,6 ,2 ,1 ,7 
3318,8 ,107 ,2 ,18000 ,899 ,2 ,3 ,2 ,3 ,2 ,3 ,82 ,5 ,1 ,1 ,1 
3319,1 ,106 ,11 ,12000 ,399 ,2 ,1 ,2 ,1 ,2 ,1 ,87 ,4 ,2 ,1 ,7 
3320,1 ,106 ,6 ,21000 ,1300 ,2 ,2 ,1 ,1 ,2 ,2 ,85 ,5 ,1 ,1 ,1 
3400,1,107,1,25000,689,2 ,1,2,4,4,3,87,10,2,1,7 
3401,3,104,12,20000,799,3,4,1,4,3,3,87,12,2,1,7
3402,1,106,8,25000,699,2,2,5,4,2,3,88,2,2,2,7 
3403,3 ,106 ,9 ,5000 ,499 ,2 ,1 ,1,2,2 ,3 ,57 ,3 ,2 ,5 ,4
3404,3,106,7,6000,499,2,1,1,3,2,3,89,4,1,1,7
3405,3,106,5,20000,399,3,3,4,3,3 ,3,89,5,1,5,7 
3406,8,106,3,4000,399,4,4,2,3,4,2,32,6,1,5,9
3407,2,106,5,12000,589,3,2,1,3,3,3,73,2,2,5,4
3408,5,106,2,22000,399,2,2,1,3,3,3,88,5,2,5,7
3409,1,106,4,28000,599,3,2,1,3,2,3,56,5,2,5,2
3410,3,106,1,21000,599,2,3,1,3,3,2,88,2,1,5,7
3411,6,107,3,12000,389,2,3,1,3,3,3,85,4,1,5,7 
3412,1,105,4,26000,689,3,3,2,3,3,3,87 ,12,1,5,7 
3413,1,106,2,25000,598,3,3,1,4 ,3,2,83,3,2,5,2
3414,1,106,4,21800,598,3,2,2,3,3,3,86 ,4,2,5,7
3415,4,106,6,18000,599,3,3,2,3,3,3,86,3,2,5,7
3416,1,106,1,28000,689,3,3,2,3,3,3,53,6,1,5,4
3417,1,105,7,23000,699,3,3,2,3,3,3,63,2,2,5,2
3418,4,106,7,12000,488,2,3,1,3,3,3,87,9,2,2,7
3419,1,106,1,28000,789,2,3,1,3,3,3,87,9,2,5,7
3420,1,105,4,22000,599,3,3,1,4,3,3,87,7,2,1,7
3900,4,106,7,12000,488,2,3,1,3,3,3,87,9,2,2,7
3901,4,105,4,20000,1000,2,4,1,1,1,2,59,12,1,2,1
3902,1 ,103 ,10 ,23000 ,799 ,1 ,1 ,1,1,1 ,1 ,92 ,12 ,2 ,2 ,7
3903,1,106,5,20000,899,2,3,2,4,4,3,85,2,2,2,7
3904,3,105,6,8000,800,2,2,4,3,3,2,93,9,1,2,7
3905,1,106,11,28900,698,2,4,3,3,3,3,88,10,2,2,7
3906,3,106,7,5500,626,2,2,2,4,3,2,87,8,2,2,7
3907,1,105,8,22000,529,1,2,3,1,3,2,86,11,2,2,7
3908,1,107,3,32000,799,2,2,1,4,4,3,78,10,2,2,1
3909,1,107,1,6000,1300,2,4,2,3,3,2,88,6,1,2,7
3910,1,106,8,36000,1170,1,1,1,3,3,3,88,1,2,2,7 
3911,1,107,1,30000,899,2,2,2,4,3,2,67,5,2,1,4
3912,1,106,2,37000,799,3,3,3,4,4,2,87,10,2,2,7
3913,8,106,5,9000,0,2,1,1,1,1,2,88,5,2,1,7
3914,1,106,2,25000,689,3,3,2,4,3,3,87,10,2,5,7
3915,6,106,10,8000,499,2,3,1,3,3,3,55,1,1,2,4
3916,6,105,7,6000,599,3,3,1,4,3,4,55,3,2,2,8
3917,8,107,9,12500,499,1,2,1,3,3,2,91,6,2,2,7
3918,4,106,11,14990,100,2,2,1,1,2,2,93,10,2,2,7
3919,3,103,8,2998,599,4,5,2,3,3,3,93,1,2,2,7
3920,6,106,4,2900,189,1,4,1,1,1,2,92,10,2,2,7
