ID,A1,A2,A2-1,A3,A4,B1,B2,B3,B4,B5,B6,C1,C1-1,C2,C3,C4
0709,7,107,7,6000,300,2,2,2,2,1,1,50,2,2,1,1
0710,3,105,12,20000,499,2,2,1,3,3,2,66,6,2,1,1
0711,7,105,3,6000,100,3,3,1,2,4,3,86,6,2,1,7
0712,3,105,2,28000,799,2,2,3,3,3,2,87,8,1,1,7
0713,2,106,1,10000,698,3,3,3,2,3,3,86,3,2,4,7
0714,3,104,10,5800,899,2,4,2,3,3,2,85,12,1,5,7
0715,7,105,8,7500,398,1,1,2,3,3,1,56,10,1,2,1
0716,5,104,8,13000,700,2,2,2,4,4,2,51,3,1,1,4
0717,1,105,3,32000,1069,1,1,2,1,1,1,82,4,2,1,2
0718,2,105,1,23000,890,2,2,2,1,2,1,78,4,2,2,3
0719,1,104,9,29500,397,2,2,3,2,2,1,58,3,2,1,8
0720,1,104,4,21900,599,2,2,1,3,3,2,58,11,2,5,2
0200,1,106,2,31000,599,1,1,5,3,4,2,88,7,2,2,7
0201,3,104,12,8000,599,3,4,2,2,3,3,87,9,2,5,7
0202,1,107,9,29000,499,2,1,2,2,2,2,87,8,2,2,7
0203,4,107,1,9000,499,2,3,2,2,2,2,88,4,2,5,7
0204,5,106,1,9500,699,3,2,2,3,3,3,85,7,2,3,7
0205,8,107,7,21000,1399,2,2,2,3,3,3,68,5,2,2,8
0206,7,107,5,15000,999,4,4,2,3,3,3,63,2,1,2,4
0207,8,106,4,12000,699,2,2,3,3,3,3,88,8,2,1,7
0208,3,107,8,14000,499,2,2,2,3,3,3,87,12,2,5,7
0209,6,106,1,12000,499,3,4,2,2,3,3,90,1,1,2,7
0210,1,107,2,40000,699,1,2,1,3,3,2,90,9,2,5,7
0211,1,107,3,39000,699,2,2,2,3,3,2,91,3,2,5,7
0212,1,105,7,30000,599,2,2,5,3,5,3,88,3,2,5,7
0213,4,106,8,11000,499,3,3,2,3,3,3,48,10,2,5,4
0214,1,107,2,38000,799,2,2,2,3,3,3,69,4,2,5,4
0215,1,106,7,31000,699,2,2,1,3,3,3,86,12,2,1,7
0216,3,105,3,25000,599,2,2,2,3,3,3,88,8,2,4,7
0217,2,105,10,12500,1399,3,4,1,3,3,3,78,1,1,1,4
0218,1,105,5,25000,699,3,3,1,3,3,3,81,12,1,2,1
0219,5,104,11,10000,499,3,3,1,2,2,2,87,9,1,1,1
0220,4,106,2,15000,499,2,2,2,2,2,2,86,9,2,2,7
4300,1,106,9,28900,599,1,1,1,2,3,1,88,5,1,2,7
4301,6,105,9,6290,399,1,1,5,1,1,1,70,6,1,5,4
4302,6,105,6,2390,299,1,1,5,1,1,1,72,6,1,3,1
4303,8,107,9,18990,799,1,1,3,1,1,1,88,6,1,1,7
4304,8,106,1,15990,299,1,1,6,1,1,1,90,1,1,1,7
4305,8,106,9,15990,499,1,1,1,1,1,1,89,12,1,2,7
4306,3,106,5,27900,799,2,2,3,2,2,2,87,7,2,4,7
4307,3,106,6,27900,799,1,1,1,2,2,1,90,7,1,2,7
4308,3,107,2,19700,999,2,2,1,3,2,2,83,12,1,2,2
4309,3,107,8,25500,1399,2,2,3,2,3,2,83,3,1,2,4
4310,1,104,8,24500,999,1,1,3,3,4,2,80,9,1,2,2
4311,1,107,6,15500,499,1,1,1,2,3,1,88,6,1,1,7
4312,1,105,3,24500,799,1,1,3,2,4,1,85,12,2,2,7
4313,1,107,2,23400,799,2,2,3,2,4,2,87,9,2,2,7
4314,1,103,6,24500,799,1,1,1,1,1,1,85,2,1,1,4
4315,1,105,1,28500,599,1,2,2,1,4,2,87,12,2,2,7
4316,1,107,9,18900,299,1,2,3,1,2,2,88,2,1,2,7
4317,1,107,10,52900,1399,1,1,1,1,1,1,78,7,1,1,2
4318,1,107,10,41500,499,1,1,1,1,1,1,86,12,2,2,7
4319,1,107,6,23400,599,1,2,3,1,2,3,87,2,1,1,7
4320,1,105,1,32900,199,1,1,5,1,1,2,85,5,1,4,4
2200,6,106,12,4500,399,2,2,5,4,3,2,88,3,2,2,7
2201,7,105,9,4500,499,3,4,3,4,3,4,69,9,1,2,5
2202,6,107,8,15000,699,2,2,5,4,3,2,75,7,2,2,5
2203,6,107,6,12000,399,2,2,5,2,2,2,91,11,2,2,7
2204,4,107,1,20000,599,2,2,5,2,3,2,89,7,1,1,7
2205,4,106,12,21000,599,1,1,2,2,2,2,87,9,2,1,7
2206,8,107,3,4900,150,3,3,1,3,3,3,54,7,2,4,4
2207,1,107,7,40000,699,2,1,5,2,2,1,74,6,2,2,8
2208,1,107,8,40000,388,1,1,5,1,1,1,90,11,2,2,7
2209,2,106,5,14000,400,2,2,2,3,2,2,71,12,2,2,5
2210,3,106,4,12000,388,2,2,5,3,2,2,89,4,2,2,7
2211,6,107,5,18000,600,2,1,5,2,2,2,70,4,1,2,5
2212,2,107,8,18000,388,2,2,5,3,2,1,57,9,2,1,4
2213,4,107,9,21000,600,2,2,1,3,3,3,82,6,2,1,3
2214,8,107,3,20000,500,3,3,5,3,3,3,92,7,2,5,7
2215,1,107,9,40000,400,1,1,5,3,2,2,90,1,1,1,7
2216,6,106,8,18000,700,2,2,3,4,3,2,71,7,2,2,8
2217,6,107,2,16000,500,3,3,2,3,3,2,79,6,1,2,4
2218,4,107,5,20000,400,2,2,5,2,2,2,87,4,2,2,7
2219,1,107,1,42000,900,2,2,5,3,3,3,88,2,2,2,7
2220,1,107,8,50000,1000,2,2,1,2,2,3,87,12,2,2,7
