ID,A1,A2,A2-1,A3,A4,B1,B2,B3,B4,B5,B6,C1,C1-1,C2,C3,C4
3512,1 ,107 ,1 ,24000 ,1299 ,3 ,3 ,3 ,3 ,3 ,3 ,57 ,9 ,1 ,2 ,4 
3513,1 ,106 ,2 ,20000 ,1399 ,2 ,4 ,1 ,4 ,4 ,2 ,87 ,4 ,2 ,2 ,7 
3514,7 ,105 ,3 ,5500 ,399 ,3 ,3 ,1 ,3 ,3 ,3 ,83 ,6 ,2 ,2 ,2 
3515,3 ,107 ,4 ,15000 ,799 ,2 ,4 ,2 ,2 ,1 ,2 ,79 ,6 ,1 ,3 ,4 
3516,3 ,106 ,5 ,17990 ,499 ,2 ,2 ,4 ,2 ,2 ,1 ,86 ,2 ,1 ,1 ,7 
3517,6 ,104 ,2 ,6990 ,599 ,2 ,2 ,5 ,3 ,3 ,2 ,88 ,3 ,1 ,1 ,7 
3518,1 ,107 ,10 ,40900 ,799 ,1 ,1 ,3 ,2 ,2 ,1 ,78 ,10 ,1 ,1 ,3 
3519,2 ,106 ,11 ,8006 ,799 ,3 ,3 ,1 ,3 ,4 ,3 ,88 ,10 ,2 ,1 ,7 
3520,8 ,107 ,1 ,11000 ,1399 ,2 ,2 ,3 ,3 ,4 ,2 ,86 ,4 ,1 ,2 ,9 
3800,1 ,107 ,7 ,22000 ,799 ,3 ,3 ,3 ,3 ,3 ,3 ,88 ,2 ,2 ,2 ,7 
3801,1 ,106 ,5 ,20000 ,599 ,2 ,2 ,3 ,3 ,2 ,1 ,86 ,3 ,2 ,2 ,7 
3802,7 ,106 ,8 ,12000 ,699 ,1 ,2 ,2 ,2 ,1 ,2 ,86 ,12 ,2 ,4 ,4 
3803,6 ,106 ,11 ,4800 ,699 ,3 ,3 ,3 ,3 ,3 ,2 ,87 ,5 ,2 ,3 ,7 
3804,4 ,107 ,2 ,16000 ,399 ,3 ,3 ,3 ,3 ,3 ,2 ,88 ,6 ,2 ,1 ,7 
3805,3 ,106 ,11 ,12000 ,799 ,3 ,3 ,3 ,3 ,3 ,2 ,85 ,7 ,1 ,1 ,1 
3806,6 ,106 ,2 ,7000 ,1399 ,4 ,4 ,3 ,4 ,3 ,4 ,67 ,9 ,2 ,2 ,4 
3807,1 ,106 ,11 ,32000 ,699 ,2 ,2 ,3 ,2 ,3 ,2 ,88 ,8 ,2 ,2 ,7 
3808,2 ,105 ,8 ,7000 ,499 ,3 ,3 ,5 ,2 ,3 ,2 ,86 ,7 ,1 ,2 ,7 
3809,2 ,107 ,10 ,10000 ,499 ,1 ,4 ,1 ,1 ,2 ,2 ,85 ,7 ,2 ,1 ,7 
3810,1 ,106 ,2 ,25000 ,999 ,3 ,3 ,3 ,2 ,2 ,2 ,60 ,6 ,2 ,2 ,4 
3811,1 ,107 ,8 ,25000 ,1399 ,1 ,2 ,1 ,1 ,2 ,1 ,77 ,9 ,2 ,4 ,4 
3812,1 ,107 ,1 ,24000 ,1299 ,3 ,3 ,3 ,3 ,3 ,3 ,57 ,6 ,1 ,2 ,4 
3813,1 ,106 ,2 ,20000 ,1399 ,2 ,4 ,1 ,4 ,4 ,2 ,87 ,9 ,2 ,2 ,7 
3814,7 ,105 ,3 ,5500 ,399 ,3 ,3 ,1 ,3 ,3 ,3 ,83 ,11 ,2 ,2 ,2 
3815,3 ,107 ,4 ,15000 ,799 ,2 ,4 ,2 ,2 ,1 ,2 ,79 ,9 ,1 ,3 ,4 
3816,3 ,106 ,5 ,17990 ,499 ,2 ,2 ,4 ,2 ,2 ,1 ,86 ,1 ,1 ,1 ,7 
3817,6 ,104 ,2 ,6990 ,599 ,2 ,2 ,5 ,3 ,3 ,2 ,88 ,12 ,1 ,1 ,7 
3818,1 ,107 ,10 ,40900 ,799 ,1 ,1 ,3 ,2 ,2 ,1 ,78 ,9 ,1 ,1 ,3 
3819,2 ,106 ,11 ,8006 ,799 ,3 ,3 ,1 ,3 ,4 ,3 ,88 ,4 ,2 ,1 ,7 
3820,8 ,107 ,1 ,11000 ,1399 ,2 ,2 ,3 ,3 ,4 ,2 ,86 ,3 ,1 ,2 ,9 
4412,2 ,105 ,10 ,5800 ,788 ,1 ,1 ,2 ,4 ,2 ,1 ,58 ,11 ,2 ,1 ,8 
4413,2 ,107 ,7 ,12000 ,1399 ,3 ,2 ,2 ,4 ,2 ,4 ,59 ,3 ,2 ,1 ,4 
4414,1 ,107 ,2 ,23000 ,589 ,1 ,1 ,2 ,2 ,2 ,1 ,87 ,10 ,2 ,2 ,7 
4415,3 ,104 ,10 ,20000 ,395 ,5 ,5 ,1 ,1 ,1 ,5 ,87 ,12 ,2 ,5 ,7 
4416,6 ,106 ,7 ,8990 ,499 ,2 ,2 ,1 ,1 ,1 ,2 ,88 ,3 ,2 ,5 ,7 
4417,3 ,106 ,10 ,28000 ,388 ,2 ,2 ,5 ,2 ,2 ,2 ,57 ,3 ,2 ,2 ,4 
4418,6 ,107 ,1 ,9000 ,999 ,3 ,2 ,2 ,4 ,4 ,2 ,70 ,3 ,2 ,2 ,4 
4419,2 ,105 ,12 ,16000 ,299 ,4 ,3 ,2 ,3 ,3 ,3 ,58 ,12 ,2 ,2 ,8 
4420,1 ,106 ,1 ,30800 ,699 ,1 ,1 ,2 ,4 ,4 ,1 ,62 ,1 ,2 ,1 ,5 
