ID,A1,A2,A2-1,A3,A4,B1,B2,B3,B4,B5,B6,C1,C1-1,C2,C3,C4
917,4,107,5,22900,698,2,1,3,2,2,2,88,6,1,1,7
918,1,106,10,25500,798,1,2,1,2,3,1,83,1,1,1,4
919,7,105,10,10000,498,2,3,5,3,3,3,80,11,1,1,4
920,2,107,4,10000,599,2,5,1,3,4,4,88,7,1,1,7
1400,6,107,2,11500,699,2,2,5,2,2,5,88,7,1,2,7
1401,1,104,3,25000,699,2,2,3,3,3,3,67,8,2,4,9
1402,4,106,5,20000,780,2,2,2,2,2,2,72,12,2,2,1
1403,3,106,1,9000,188,3,3,1,3,3,3,71,5,1,2,4
1404,1,105,10,17000,499,1,2,5,2,2,2,82,9,2,4,9
1405,1,107,2,26500,699,1,1,5,4,4,2,89,6,2,2,7
1406,2,106,11,18900,599,1,2,3,2,1,2,88,10,1,2,7
1407,1,107,2,39500,1399,1,2,1,4,2,2,72,9,2,4,9
1408,1,105,8,25000,999,2,2,2,2,2,2,48,4,2,2,8
1409,4,103,1,12000,799,2,2,1,2,3,2,53,12,2,4,9
1410,4,105,8,20000,699,2,2,1,3,2,2,44,11,1,4,1
1411,1,105,11,8000,299,2,3,5,2,2,2,80,9,1,2,3
1412,1,107,9,19500,488,2,2,1,2,2,2,89,1,2,2,7
1413,3,105,8,24000,599,3,3,2,2,3,3,46,1,1,2,9
1414,3,104,12,23900,799,2,2,1,3,2,2,53,3,1,4,9
1415,3,104,10,20990,180,2,2,1,3,3,3,85,12,1,4,7
1416,3,104,6,3990,599,3,4,2,4,3,4,91,1,1,2,7
1417,6,106,12,6000,388,1,2,5,2,2,2,85,10,2,2,7
1418,1,105,6,19800,488,2,2,2,3,3,2,86,1,1,2,7
1419,1,105,10,23900,498,2,3,3,2,4,2,82,9,2,4,9
1420,3,107,3,24000,499,1,2,3,2,1,2,58,12,2,1,4
821,1,104,9,30000,699,2,2,3,3,3,3,86,8,2,1,7
1900,6,104,6,6500,299,2,2,1,2,2,2,87,12,1,1,7
1901,8,106,6,15900,699,2,2,3,3,3,2,87,12,1,5,7
1902,1,107,7,27100,799,3,3,3,3,3,3,88,2,2,2,7
1903,2,104,7,1300,656,3,3,1,2,2,2,87,8,2,2,7
1904,1,103,2,15000,650,1,2,1,3,2,2,85,12,1,1,7
1905,1,105,6,20000,599,4,3,1,4,3,3,88,1,2,1,7
1906,1,104,2,15000,499,2,2,3,1,1,3,86,6,1,5,7
1907,4,107,8,22000,799,4,3,4,2,3,2,83,2,1,2,7
1908,2,106,3,18000,599,2,3,2,3,3,2,85,5,2,1,7
1909,1,107,9,52900,1399,1,1,1,2,3,1,86,3,1,2,7
1910,1,106,9,28900,599,1,1,1,1,1,1,88,5,1,2,7
1911,1,105,6,25000,1399,1,1,2,5,1,2,86,12,1,2,7
1912,1,104,12,15000,499,3,3,1,1,4,2,88,8,2,2,7
1913,1,107,3,3000,999,2,2,2,5,2,1,84,5,1,2,7
1914,1,105,7,26000,499,2,3,1,2,3,2,88,7,1,1,7
1915,3,107,5,10000,499,2,2,2,2,2,2,88,3,2,1,7
1916,8,106,4,13000,400,1,2,1,1,2,2,87,12,2,1,7
1917,1,106,2,25000,699,2,1,2,2,2,2,87,10,2,1,7
1918,1,106,5,10000,599,1,1,2,2,2,2,87,12,2,3,7
1919,6,104,8,5000,199,3,3,1,3,3,3,87,9,1,2,7
1920,1,106,10,4000,0,3,2,1,3,3,2,85,10,1,1,7
3600,5,105,7,5600,599,4,5,1,2,4,5,88,6,1,4,7
3601,1,103,7,23500,398,1,1,3,2,4,1,86,8,2,2,7
3602,1,107,10,45900,1000,1,1,2,1,1,1,87,6,1,1,7
3603,8,105,4,7990,399,2,2,3,3,2,2,87,7,2,2,7
3604,4,105,10,23000,450,2,2,1,6,2,1,89,3,2,4,7
3605,3,104,10,7799,300,2,3,5,3,2,2,88,11,2,2,7
3606,3,105,9,8750,587,3,3,1,4,4,3,89,2,2,2,7
3607,1,106,8,25000,999,2,4,1,4,3,1,89,8,2,1,7
3608,8,107,2,5999,299,3,3,2,3,3,3,89,5,1,2,7
3609,4,106,1,6000,1600,3,3,2,4,4,4,89,6,1,1,7
3610,1,106,12,34000,380,1,1,4,1,1,1,88,12,1,1,7
3611,1,106,4,18000,299,1,2,2,1,1,1,85,9,2,1,7
3612,3,105,5,17000,499,1,1,1,1,1,1,86,5,1,1,7
3613,1,107,3,24000,799,1,1,1,1,1,1,86,1,1,5,7
3614,1,106,6,23000,499,1,1,1,1,1,1,89,8,1,1,7
3615,3,107,2,20000,306,1,2,5,2,3,2,89,2,1,1,7
3616,1,106,2,12500,499,1,2,1,2,2,2,88,9,1,2,7
3617,3,107,2,12900,299,1,1,3,3,2,2,89,7,2,2,7
3618,7,106,4,13000,499,1,1,1,1,1,1,86,2,2,3,7
3619,2,104,3,6000,299,2,2,2,2,2,2,87,2,1,1,7
3620,1,105,10,20000,499,1,1,1,1,1,1,86,9,1,2,7
4100,8,106,9,18000,499,1,1,1,1,1,1,90,2,2,4,7
4101,6,104,1,5000,199,3,3,1,2,3,3,87,9,1,2,7
4102,3,107,5,12000,799,1,1,3,1,1,1,61,5,2,4,8
4103,4,102,4,8000,199,2,2,1,2,2,2,57,11,2,2,4
4104,6,105,7,8000,199,2,2,1,2,2,2,56,10,1,2,4
4105,3,105,7,10500,799,1,1,1,1,1,1,88,4,1,2,7
4106,1,106,2,20000,699,2,2,1,2,3,1,87,12,1,1,7
4107,3,105,8,17990,999,2,2,1,2,3,3,88,8,1,4,4
4108,1,106,10,26000,887,2,2,1,4,3,2,87,12,1,1,7
4109,2,107,7,5000,699,2,4,1,4,4,3,88,5,1,1,7
4110,1,107,5,28000,499,1,1,1,1,1,1,88,5,1,1,7
4111,6,107,5,11500,699,2,2,5,3,3,5,88,7,1,2,7
4112,1,107,9,6000,699,2,2,5,3,3,2,88,7,1,2,7
4113,1,106,7,23000,699,1,1,1,3,2,2,88,3,1,1,7
4114,8,106,6,15900,799,2,2,3,3,3,2,87,12,1,5,7
4115,6,106,6,6500,299,2,2,1,2,2,2,87,12,1,1,7
4116,3,105,2,12000,499,1,1,5,1,1,1,82,5,1,5,3
4117,4,106,5,12000,699,2,2,1,2,2,2,51,8,2,2,1
4118,1,107,1,30000,699,1,1,1,1,1,1,65,11,1,2,2
4119,3,106,12,18000,499,2,2,2,2,2,2,62,6,1,1,9
4120,3,105,12,12000,999,2,1,1,2,2,2,59,6,1,1,9
